V1	V2	V3	V4	V5	we
DIO1	DIO1	     1733.1	     1733.4	0.731729192	1.82646e-05
HSPB11	HSPB11	    51668.1	    51668.4	0.731729192	1.82646e-05
TMEM59	TMEM59	     9528.1	     9528.4	0.731729192	1.82646e-05
TCEANC2	TCEANC2	   127428.1	   127428.4	0.731729192	1.82646e-05
CYB5RL	CYB5RL	   606495.1	   606495.4	0.731729192	1.82646e-05
MRPL37	MRPL37	    51253.1	    51253.4	0.731729192	1.82646e-05
SSBP3	SSBP3	    23648.1	    23648.4	0.731729192	1.82646e-05
ACOT11	ACOT11	    26027.1	    26027.4	0.731729192	1.82646e-05
FAM151A	FAM151A	   338094.1	   338094.4	0.731729192	1.82646e-05
MROH7	MROH7	   374977.1	   374977.4	0.731729192	1.82646e-05
TTC4	TTC4	     7268.1	     7268.4	0.731729192	1.82646e-05
PARS2	PARS2	    25973.1	    25973.4	0.731729192	1.82646e-05
TTC22	TTC22	    55001.1	    55001.4	0.731729192	1.82646e-05
DHCR24	DHCR24	     1718.1	     1718.4	0.731729192	1.82646e-05
TMEM61	TMEM61	   199964.1	   199964.4	0.731729192	1.82646e-05
BSND	BSND	     7809.1	     7809.4	0.731729192	1.82646e-05
PCSK9	PCSK9	   255738.1	   255738.4	0.731729192	1.82646e-05
USP24	USP24	    23358.1	    23358.4	0.731729192	1.82646e-05
MIR4422	MIR4422	100616272.1	100616272.4	0.731729192	1.82646e-05
OMA1	OMA1	   115209.1	   115209.4	0.731729192	1.82646e-05
TACSTD2	TACSTD2	     4070.1	     4070.4	0.731729192	1.82646e-05
JUN	JUN	     3725.1	     3725.4	0.731729192	1.82646e-05
MIR4711	MIR4711	100616409.1	100616409.4	0.731729192	1.82646e-05
HOOK1	HOOK1	    51361.1	    51361.4	0.731729192	1.82646e-05
CYP2J2	CYP2J2	     1573.1	     1573.4	0.731729192	1.82646e-05
C1orf87	C1orf87	   127795.1	   127795.4	0.731729192	1.82646e-05
NFIA	NFIA	     4774.1	     4774.4	0.731729192	1.82646e-05
L1TD1	L1TD1	    54596.1	    54596.4	0.731729192	1.82646e-05
MIR3117	MIR3117	100422871.1	100422871.4	0.731729192	1.82646e-05
TCTEX1D1	TCTEX1D1	   200132.1	   200132.4	0.731729192	1.82646e-05
INSL5	INSL5	    10022.1	    10022.4	0.731729192	1.82646e-05
WDR78	WDR78	    79819.1	    79819.4	0.731729192	1.82646e-05
MIER1	MIER1	    57708.1	    57708.4	0.731729192	1.82646e-05
SLC35D1	SLC35D1	    23169.1	    23169.4	0.731729192	1.82646e-05
C1orf141	C1orf141	   400757.1	   400757.4	0.731729192	1.82646e-05
IL23R	IL23R	   149233.1	   149233.4	0.731729192	1.82646e-05
IL12RB2	IL12RB2	     3595.1	     3595.4	0.731729192	1.82646e-05
DIRAS3	DIRAS3	     9077.1	     9077.4	0.731729192	1.82646e-05
WLS	WLS	    79971.1	    79971.4	0.731729192	1.82646e-05
MIR1262	MIR1262	100302279.1	100302279.4	0.731729192	1.82646e-05
ZNF653	ZNF653	   115950.1	   115950.4	0.731729192	1.82646e-05
ECSIT	ECSIT	    51295.1	    51295.4	0.731729192	1.82646e-05
CNN1	CNN1	     1264.1	     1264.4	0.731729192	1.82646e-05
ELOF1	ELOF1	    84337.1	    84337.4	0.731729192	1.82646e-05
ZNF627	ZNF627	   199692.1	   199692.4	0.731729192	1.82646e-05
ACP5	ACP5	       54.1	       54.4	0.731729192	1.82646e-05
ZNF833P	ZNF833P	   401898.1	   401898.4	0.731729192	1.82646e-05
ZNF823	ZNF823	    55552.1	    55552.4	0.731729192	1.82646e-05
ZNF441	ZNF441	   126068.1	   126068.4	0.731729192	1.82646e-05
ZNF491	ZNF491	   126069.1	   126069.4	0.731729192	1.82646e-05
ZNF439	ZNF439	    90594.1	    90594.4	0.731729192	1.82646e-05
ZNF440	ZNF440	   126070.1	   126070.4	0.731729192	1.82646e-05
ZNF69	ZNF69	     7620.1	     7620.4	0.731729192	1.82646e-05
ZNF700	ZNF700	    90592.1	    90592.4	0.731729192	1.82646e-05
ZNF763	ZNF763	   284390.1	   284390.4	0.731729192	1.82646e-05
RNA5SP464	RNA5SP464	100873708.1	100873708.4	0.731729192	1.82646e-05
ZNF433	ZNF433	   163059.1	   163059.4	0.731729192	1.82646e-05
RNA5SP465	RNA5SP465	100873709.1	100873709.4	0.731729192	1.82646e-05
ZNF878	ZNF878	   729747.1	   729747.4	0.731729192	1.82646e-05
RNA5SP466	RNA5SP466	100873710.1	100873710.4	0.731729192	1.82646e-05
ZNF844	ZNF844	   284391.1	   284391.4	0.731729192	1.82646e-05
ZNF20	ZNF20	     7568.1	     7568.4	0.731729192	1.82646e-05
RNA5SP467	RNA5SP467	100873711.1	100873711.4	0.731729192	1.82646e-05
ZNF625	ZNF625	    90589.1	    90589.4	0.731729192	1.82646e-05
ZNF136	ZNF136	     7695.1	     7695.4	0.731729192	1.82646e-05
ZNF44	ZNF44	    51710.1	    51710.4	0.731729192	1.82646e-05
ZNF563	ZNF563	   147837.1	   147837.4	0.731729192	1.82646e-05
ZNF442	ZNF442	    79973.1	    79973.4	0.731729192	1.82646e-05
ZNF443	ZNF443	    10224.1	    10224.4	0.731729192	1.82646e-05
ZNF799	ZNF799	    90576.1	    90576.4	0.731729192	1.82646e-05
ZNF709	ZNF709	   163051.1	   163051.4	0.731729192	1.82646e-05
ZNF564	ZNF564	   163050.1	   163050.4	0.731729192	1.82646e-05
ZNF490	ZNF490	    57474.1	    57474.4	0.731729192	1.82646e-05
ZNF791	ZNF791	   163049.1	   163049.4	0.731729192	1.82646e-05
MAN2B1	MAN2B1	     4125.1	     4125.4	0.731729192	1.82646e-05
WDR83OS	WDR83OS	    51398.1	    51398.4	0.731729192	1.82646e-05
WDR83	WDR83	    84292.1	    84292.4	0.731729192	1.82646e-05
DHPS	DHPS	     1725.1	     1725.4	0.731729192	1.82646e-05
FBXW9	FBXW9	    84261.1	    84261.4	0.731729192	1.82646e-05
TNPO2	TNPO2	    30000.1	    30000.4	0.731729192	1.82646e-05
ASNA1	ASNA1	      439.1	      439.4	0.731729192	1.82646e-05
BEST2	BEST2	    54831.1	    54831.4	0.731729192	1.82646e-05
HOOK2	HOOK2	    29911.1	    29911.4	0.731729192	1.82646e-05
MIR5684	MIR5684	100847071.1	100847071.4	0.731729192	1.82646e-05
JUNB	JUNB	     3726.1	     3726.4	0.731729192	1.82646e-05
PRDX2	PRDX2	     7001.1	     7001.4	0.731729192	1.82646e-05
RNASEH2A	RNASEH2A	    10535.1	    10535.4	0.731729192	1.82646e-05
RTBDN	RTBDN	    83546.1	    83546.4	0.731729192	1.82646e-05
MAST1	MAST1	    22983.1	    22983.4	0.731729192	1.82646e-05
DNASE2	DNASE2	     1777.1	     1777.4	0.731729192	1.82646e-05
KLF1	KLF1	    10661.1	    10661.4	0.731729192	1.82646e-05
GCDH	GCDH	     2639.1	     2639.4	0.731729192	1.82646e-05
SYCE2	SYCE2	   256126.1	   256126.4	0.731729192	1.82646e-05
FARSA	FARSA	     2193.1	     2193.4	0.731729192	1.82646e-05
MIR5695	MIR5695	100847016.1	100847016.4	0.731729192	1.82646e-05
LYL1	LYL1	     4066.1	     4066.4	0.731729192	1.82646e-05
TRMT1	TRMT1	    55621.1	    55621.4	0.731729192	1.82646e-05
NACC1	NACC1	   112939.1	   112939.4	0.731729192	1.82646e-05
STX10	STX10	     8677.1	     8677.4	0.731729192	1.82646e-05
IER2	IER2	     9592.1	     9592.4	0.731729192	1.82646e-05
CACNA1A	CACNA1A	      773.1	      773.4	0.731729192	1.82646e-05
C22orf46	C22orf46	    79640.1	    79640.4	0.731729192	1.82646e-05
MEI1	MEI1	   150365.1	   150365.4	0.731729192	1.82646e-05
CCDC134	CCDC134	    79879.1	    79879.4	0.731729192	1.82646e-05
SREBF2	SREBF2	     6721.1	     6721.4	0.731729192	1.82646e-05
CENPM	CENPM	    79019.1	    79019.4	0.731729192	1.82646e-05
LINC00634	LINC00634	   339674.1	   339674.4	0.731729192	1.82646e-05
MIR33A	MIR33A	   407039.1	   407039.4	0.731729192	1.82646e-05
SHISA8	SHISA8	   440829.1	   440829.4	0.731729192	1.82646e-05
TNFRSF13C	TNFRSF13C	   115650.1	   115650.4	0.731729192	1.82646e-05
WBP2NL	WBP2NL	   164684.1	   164684.4	0.731729192	1.82646e-05
NAGA	NAGA	     4668.1	     4668.4	0.731729192	1.82646e-05
SMDT1	SMDT1	    91689.1	    91689.4	0.731729192	1.82646e-05
NDUFA6	NDUFA6	     4700.1	     4700.4	0.731729192	1.82646e-05
CYP2D6	CYP2D6	     1565.1	     1565.4	0.731729192	1.82646e-05
CYB5R3	CYB5R3	     1727.1	     1727.4	0.731729192	1.82646e-05
A4GALT	A4GALT	    53947.1	    53947.4	0.731729192	1.82646e-05
ARFGAP3	ARFGAP3	    26286.1	    26286.4	0.731729192	1.82646e-05
FBLN1	FBLN1	     2192.1	     2192.4	0.731729192	1.82646e-05
ATXN10	ATXN10	    25814.1	    25814.4	0.731729192	1.82646e-05
MIR4762	MIR4762	100616253.1	100616253.4	0.731729192	1.82646e-05
HEYL	HEYL	    26508.1	    26508.4	0.744384752	1.82646e-05
HPCAL4	HPCAL4	    51440.1	    51440.4	0.744384752	1.82646e-05
NT5C1A	NT5C1A	    84618.1	    84618.4	0.744384752	1.82646e-05
PPIE	PPIE	    10450.1	    10450.4	0.744384752	1.82646e-05
BMP8B	BMP8B	      656.1	      656.4	0.744384752	1.82646e-05
OXCT2	OXCT2	    64064.1	    64064.4	0.744384752	1.82646e-05
TRIT1	TRIT1	    54802.1	    54802.4	0.744384752	1.82646e-05
MYCL	MYCL	     4610.1	     4610.4	0.744384752	1.82646e-05
MFSD2A	MFSD2A	    84879.1	    84879.4	0.744384752	1.82646e-05
AK4	AK4	      205.1	      205.4	0.744384752	1.82646e-05
PDE4B	PDE4B	     5142.1	     5142.4	0.744384752	1.82646e-05
VPS35	VPS35	    55737.1	    55737.4	0.744384752	1.82646e-05
ORC6	ORC6	    23594.1	    23594.4	0.744384752	1.82646e-05
MYLK3	MYLK3	    91807.1	    91807.4	0.744384752	1.82646e-05
C16orf87	C16orf87	   388272.1	   388272.4	0.744384752	1.82646e-05
PRR5	PRR5	    55615.1	    55615.4	0.744384752	1.82646e-05
CERK	CERK	    64781.1	    64781.4	0.744384752	1.82646e-05
TBC1D22A	TBC1D22A	    25771.1	    25771.4	0.744384752	1.82646e-05
LINC00898	LINC00898	   400932.1	   400932.4	0.744384752	1.82646e-05
CNTN5	CNTN5	    53942.1	    53942.4	0.753703256	1.82646e-05
STK38L	STK38L	    23012.1	    23012.4	0.753703256	1.82646e-05
REP15	REP15	   387849.1	   387849.4	0.753703256	1.82646e-05
MRPS35	MRPS35	    60488.1	    60488.4	0.753703256	1.82646e-05
MANSC4	MANSC4	100287284.1	100287284.4	0.753703256	1.82646e-05
KLHL42	KLHL42	    57542.1	    57542.4	0.753703256	1.82646e-05
PTHLH	PTHLH	     5744.1	     5744.4	0.753703256	1.82646e-05
CCDC91	CCDC91	    55297.1	    55297.4	0.753703256	1.82646e-05
FAR2	FAR2	    55711.1	    55711.4	0.753703256	1.82646e-05
ERGIC2	ERGIC2	    51290.1	    51290.4	0.753703256	1.82646e-05
OVCH1	OVCH1	   341350.1	   341350.4	0.753703256	1.82646e-05
TMTC1	TMTC1	    83857.1	    83857.4	0.753703256	1.82646e-05
IPO8	IPO8	    10526.1	    10526.4	0.753703256	1.82646e-05
CAPRIN2	CAPRIN2	    65981.1	    65981.4	0.753703256	1.82646e-05
LINC00941	LINC00941	100287314.1	100287314.4	0.753703256	1.82646e-05
TSPAN11	TSPAN11	   441631.1	   441631.4	0.753703256	1.82646e-05
DDX11	DDX11	     1663.1	     1663.4	0.753703256	1.82646e-05
DENND5B	DENND5B	   160518.1	   160518.4	0.753703256	1.82646e-05
AMN1	AMN1	   196394.1	   196394.4	0.753703256	1.82646e-05
STMN1P1	STMN1P1	100506685.1	100506685.4	0.753703256	1.82646e-05
H3F3C	H3F3C	   440093.1	   440093.4	0.753703256	1.82646e-05
KIAA1551	KIAA1551	    55196.1	    55196.4	0.753703256	1.82646e-05
BICD1	BICD1	      636.1	      636.4	0.753703256	1.82646e-05
FGD4	FGD4	   121512.1	   121512.4	0.753703256	1.82646e-05
DNM1L	DNM1L	    10059.1	    10059.4	0.753703256	1.82646e-05
YARS2	YARS2	    51067.1	    51067.4	0.753703256	1.82646e-05
PKP2	PKP2	     5318.1	     5318.4	0.753703256	1.82646e-05
ALG10B	ALG10B	   144245.1	   144245.4	0.753703256	1.82646e-05
ALG10	ALG10	    84920.1	    84920.4	0.753703256	1.82646e-05
CPNE8	CPNE8	   144402.1	   144402.4	0.753703256	1.82646e-05
RNA5SP358	RNA5SP358	100873617.1	100873617.4	0.753703256	1.82646e-05
SYT10	SYT10	   341359.1	   341359.4	0.753703256	1.82646e-05
MED13L	MED13L	    23389.1	    23389.4	0.753703256	1.82646e-05
SRRM4	SRRM4	    84530.1	    84530.4	0.753703256	1.82646e-05
HSPB8	HSPB8	    26353.1	    26353.4	0.753703256	1.82646e-05
CCDC60	CCDC60	   160777.1	   160777.4	0.753703256	1.82646e-05
TMEM233	TMEM233	   387890.1	   387890.4	0.753703256	1.82646e-05
PRKAB1	PRKAB1	     5564.1	     5564.4	0.753703256	1.82646e-05
RAB35	RAB35	    11021.1	    11021.4	0.753703256	1.82646e-05
RPLP0	RPLP0	     6175.1	     6175.4	0.753703256	1.82646e-05
PXN	PXN	     5829.1	     5829.4	0.753703256	1.82646e-05
COX6A1	COX6A1	     1337.1	     1337.4	0.753703256	1.82646e-05
GATC	GATC	   283459.1	   283459.4	0.753703256	1.82646e-05
TRIAP1	TRIAP1	    51499.1	    51499.4	0.753703256	1.82646e-05
SRSF9	SRSF9	     8683.1	     8683.4	0.753703256	1.82646e-05
DYNLL1	DYNLL1	     8655.1	     8655.4	0.753703256	1.82646e-05
COQ5	COQ5	    84274.1	    84274.4	0.753703256	1.82646e-05
RNF10	RNF10	     9921.1	     9921.4	0.753703256	1.82646e-05
POP5	POP5	    51367.1	    51367.4	0.753703256	1.82646e-05
CABP1	CABP1	     9478.1	     9478.4	0.753703256	1.82646e-05
MLEC	MLEC	     9761.1	     9761.4	0.753703256	1.82646e-05
UNC119B	UNC119B	    84747.1	    84747.4	0.753703256	1.82646e-05
ACADS	ACADS	       35.1	       35.4	0.753703256	1.82646e-05
C12orf43	C12orf43	    64897.1	    64897.4	0.753703256	1.82646e-05
OASL	OASL	     8638.1	     8638.4	0.753703256	1.82646e-05
KNTC1	KNTC1	     9735.1	     9735.4	0.753703256	1.82646e-05
LINC00421	LINC00421	100287114.1	100287114.4	0.753703256	1.82646e-05
ANKRD20A19P	ANKRD20A19P	   400110.1	   400110.4	0.753703256	1.82646e-05
C1QTNF9B	C1QTNF9B	   387911.1	   387911.4	0.753703256	1.82646e-05
MIPEP	MIPEP	     4285.1	     4285.4	0.753703256	1.82646e-05
SPATA13	SPATA13	   221178.1	   221178.4	0.753703256	1.82646e-05
TNFRSF19	TNFRSF19	    55504.1	    55504.4	0.753703256	1.82646e-05
MIR2276	MIR2276	100313842.1	100313842.4	0.753703256	1.82646e-05
GPR12	GPR12	     2835.1	     2835.4	0.753703256	1.82646e-05
USP12	USP12	   219333.1	   219333.4	0.753703256	1.82646e-05
BMF	BMF	    90427.1	    90427.4	0.753703256	1.82646e-05
RPUSD2	RPUSD2	    27079.1	    27079.4	0.753703256	1.82646e-05
RMDN3	RMDN3	    55177.1	    55177.4	0.753703256	1.82646e-05
GCHFR	GCHFR	     2644.1	     2644.4	0.753703256	1.82646e-05
C15orf62	C15orf62	   643338.1	   643338.4	0.753703256	1.82646e-05
DNAJC17	DNAJC17	    55192.1	    55192.4	0.753703256	1.82646e-05
ZFYVE19	ZFYVE19	    84936.1	    84936.4	0.753703256	1.82646e-05
PPP1R14D	PPP1R14D	    54866.1	    54866.4	0.753703256	1.82646e-05
SPINT1	SPINT1	     6692.1	     6692.4	0.753703256	1.82646e-05
RHOV	RHOV	   171177.1	   171177.4	0.753703256	1.82646e-05
VPS18	VPS18	    57617.1	    57617.4	0.753703256	1.82646e-05
DLL4	DLL4	    54567.1	    54567.4	0.753703256	1.82646e-05
CHAC1	CHAC1	    79094.1	    79094.4	0.753703256	1.82646e-05
CHP1	CHP1	    11261.1	    11261.4	0.753703256	1.82646e-05
OIP5	OIP5	    11339.1	    11339.4	0.753703256	1.82646e-05
NUSAP1	NUSAP1	    51203.1	    51203.4	0.753703256	1.82646e-05
NDUFAF1	NDUFAF1	    51103.1	    51103.4	0.753703256	1.82646e-05
RTF1	RTF1	    23168.1	    23168.4	0.753703256	1.82646e-05
ITPKA	ITPKA	     3706.1	     3706.4	0.753703256	1.82646e-05
LTK	LTK	     4058.1	     4058.4	0.753703256	1.82646e-05
RPAP1	RPAP1	    26015.1	    26015.4	0.753703256	1.82646e-05
TYRO3	TYRO3	     7301.1	     7301.4	0.753703256	1.82646e-05
MGA	MGA	    23269.1	    23269.4	0.753703256	1.82646e-05
MAPKBP1	MAPKBP1	    23005.1	    23005.4	0.753703256	1.82646e-05
JMJD7	JMJD7	100137047.1	100137047.4	0.753703256	1.82646e-05
PLA2G4B	PLA2G4B	100137049.1	100137049.4	0.753703256	1.82646e-05
RNA5SP393	RNA5SP393	100873646.1	100873646.4	0.753703256	1.82646e-05
SPTBN5	SPTBN5	    51332.1	    51332.4	0.753703256	1.82646e-05
EHD4	EHD4	    30844.1	    30844.4	0.753703256	1.82646e-05
PLA2G4E	PLA2G4E	   123745.1	   123745.4	0.753703256	1.82646e-05
PLA2G4D	PLA2G4D	   283748.1	   283748.4	0.753703256	1.82646e-05
PLA2G4F	PLA2G4F	   255189.1	   255189.4	0.753703256	1.82646e-05
VPS39	VPS39	    23339.1	    23339.4	0.753703256	1.82646e-05
MIR627	MIR627	   693212.1	   693212.4	0.753703256	1.82646e-05
TMEM87A	TMEM87A	    25963.1	    25963.4	0.753703256	1.82646e-05
GANC	GANC	     2595.1	     2595.4	0.753703256	1.82646e-05
CAPN3	CAPN3	      825.1	      825.4	0.753703256	1.82646e-05
ZNF106	ZNF106	    64397.1	    64397.4	0.753703256	1.82646e-05
SNAP23	SNAP23	     8773.1	     8773.4	0.753703256	1.82646e-05
LRRC57	LRRC57	   255252.1	   255252.4	0.753703256	1.82646e-05
HAUS2	HAUS2	    55142.1	    55142.4	0.753703256	1.82646e-05
STARD9	STARD9	    57519.1	    57519.4	0.753703256	1.82646e-05
CDAN1	CDAN1	   146059.1	   146059.4	0.753703256	1.82646e-05
TTBK2	TTBK2	   146057.1	   146057.4	0.753703256	1.82646e-05
UBR1	UBR1	   197131.1	   197131.4	0.753703256	1.82646e-05
EPB42	EPB42	     2038.1	     2038.4	0.753703256	1.82646e-05
TMEM62	TMEM62	    80021.1	    80021.4	0.753703256	1.82646e-05
CCNDBP1	CCNDBP1	    23582.1	    23582.4	0.753703256	1.82646e-05
TGM5	TGM5	     9333.1	     9333.4	0.753703256	1.82646e-05
TGM7	TGM7	   116179.1	   116179.4	0.753703256	1.82646e-05
LCMT2	LCMT2	     9836.1	     9836.4	0.753703256	1.82646e-05
ADAL	ADAL	   161823.1	   161823.4	0.753703256	1.82646e-05
ZSCAN29	ZSCAN29	   146050.1	   146050.4	0.753703256	1.82646e-05
TUBGCP4	TUBGCP4	    27229.1	    27229.4	0.753703256	1.82646e-05
TP53BP1	TP53BP1	     7158.1	     7158.4	0.753703256	1.82646e-05
MAP1A	MAP1A	     4130.1	     4130.4	0.753703256	1.82646e-05
PPIP5K1	PPIP5K1	     9677.1	     9677.4	0.753703256	1.82646e-05
CATSPER2P1	CATSPER2P1	   440278.1	   440278.4	0.753703256	1.82646e-05
CATSPER2	CATSPER2	   117155.1	   117155.4	0.753703256	1.82646e-05
CKMT1A	CKMT1A	   548596.1	   548596.4	0.753703256	1.82646e-05
CKMT1B	CKMT1B	     1159.1	     1159.4	0.753703256	1.82646e-05
STRC	STRC	   161497.1	   161497.4	0.753703256	1.82646e-05
PDIA3	PDIA3	     2923.1	     2923.4	0.753703256	1.82646e-05
ELL3	ELL3	    80237.1	    80237.4	0.753703256	1.82646e-05
SERF2	SERF2	    10169.1	    10169.4	0.753703256	1.82646e-05
HYPK	HYPK	    25764.1	    25764.4	0.753703256	1.82646e-05
SERINC4	SERINC4	   619189.1	   619189.4	0.753703256	1.82646e-05
MFAP1	MFAP1	     4236.1	     4236.4	0.753703256	1.82646e-05
WDR76	WDR76	    79968.1	    79968.4	0.753703256	1.82646e-05
FRMD5	FRMD5	    84978.1	    84978.4	0.753703256	1.82646e-05
CASC4	CASC4	   113201.1	   113201.4	0.753703256	1.82646e-05
CTDSPL2	CTDSPL2	    51496.1	    51496.4	0.753703256	1.82646e-05
EIF3J	EIF3J	     8669.1	     8669.4	0.753703256	1.82646e-05
SPG11	SPG11	    80208.1	    80208.4	0.753703256	1.82646e-05
PATL2	PATL2	   197135.1	   197135.4	0.753703256	1.82646e-05
B2M	B2M	      567.1	      567.4	0.753703256	1.82646e-05
TRIM69	TRIM69	   140691.1	   140691.4	0.753703256	1.82646e-05
DUOXA1	DUOXA1	    90527.1	    90527.4	0.753703256	1.82646e-05
DUOX1	DUOX1	    53905.1	    53905.4	0.753703256	1.82646e-05
SHF	SHF	    90525.1	    90525.4	0.753703256	1.82646e-05
SLC28A2	SLC28A2	     9153.1	     9153.4	0.753703256	1.82646e-05
C15orf48	C15orf48	    84419.1	    84419.4	0.753703256	1.82646e-05
SLC30A4	SLC30A4	     7782.1	     7782.4	0.753703256	1.82646e-05
HMGN2P46	HMGN2P46	   283651.1	   283651.4	0.753703256	1.82646e-05
BLOC1S6	BLOC1S6	    26258.1	    26258.4	0.753703256	1.82646e-05
SLC24A5	SLC24A5	   283652.1	   283652.4	0.753703256	1.82646e-05
MYEF2	MYEF2	    50804.1	    50804.4	0.753703256	1.82646e-05
CTXN2	CTXN2	   399697.1	   399697.4	0.753703256	1.82646e-05
SLC12A1	SLC12A1	     6557.1	     6557.4	0.753703256	1.82646e-05
DUT	DUT	     1854.1	     1854.4	0.753703256	1.82646e-05
FBN1	FBN1	     2200.1	     2200.4	0.753703256	1.82646e-05
CEP152	CEP152	    22995.1	    22995.4	0.753703256	1.82646e-05
SHC4	SHC4	   399694.1	   399694.4	0.753703256	1.82646e-05
EID1	EID1	    23741.1	    23741.4	0.753703256	1.82646e-05
SECISBP2L	SECISBP2L	     9728.1	     9728.4	0.753703256	1.82646e-05
COPS2	COPS2	     9318.1	     9318.4	0.753703256	1.82646e-05
GALK2	GALK2	     2585.1	     2585.4	0.753703256	1.82646e-05
MIR4716	MIR4716	100616332.1	100616332.4	0.753703256	1.82646e-05
FAM227B	FAM227B	   196951.1	   196951.4	0.753703256	1.82646e-05
FGF7	FGF7	     2252.1	     2252.4	0.753703256	1.82646e-05
DTWD1	DTWD1	    56986.1	    56986.4	0.753703256	1.82646e-05
ATP8B4	ATP8B4	    79895.1	    79895.4	0.753703256	1.82646e-05
RNA5SP394	RNA5SP394	100873647.1	100873647.4	0.753703256	1.82646e-05
SLC27A2	SLC27A2	    11001.1	    11001.4	0.753703256	1.82646e-05
USP8	USP8	     9101.1	     9101.4	0.753703256	1.82646e-05
RNA5SP395	RNA5SP395	100873648.1	100873648.4	0.753703256	1.82646e-05
TNFAIP8L3	TNFAIP8L3	   388121.1	   388121.4	0.753703256	1.82646e-05
GLDN	GLDN	   342035.1	   342035.4	0.753703256	1.82646e-05
DMXL2	DMXL2	    23312.1	    23312.4	0.753703256	1.82646e-05
SCG3	SCG3	    29106.1	    29106.4	0.753703256	1.82646e-05
LYSMD2	LYSMD2	   256586.1	   256586.4	0.753703256	1.82646e-05
TMOD2	TMOD2	    29767.1	    29767.4	0.753703256	1.82646e-05
SLFNL1	SLFNL1	   200172.1	   200172.4	0.760221410	1.82646e-05
SCMH1	SCMH1	    22955.1	    22955.4	0.760221410	1.82646e-05
GUCA2B	GUCA2B	     2981.1	     2981.4	0.760221410	1.82646e-05
GUCA2A	GUCA2A	     2980.1	     2980.4	0.760221410	1.82646e-05
RIMKLA	RIMKLA	   284716.1	   284716.4	0.760221410	1.82646e-05
ZMYND12	ZMYND12	    84217.1	    84217.4	0.760221410	1.82646e-05
PPCS	PPCS	    79717.1	    79717.4	0.760221410	1.82646e-05
CCDC30	CCDC30	   728621.1	   728621.4	0.760221410	1.82646e-05
PPIH	PPIH	    10465.1	    10465.4	0.760221410	1.82646e-05
YBX1	YBX1	     4904.1	     4904.4	0.760221410	1.82646e-05
CLDN19	CLDN19	   149461.1	   149461.4	0.760221410	1.82646e-05
C1orf50	C1orf50	    79078.1	    79078.4	0.760221410	1.82646e-05
ERMAP	ERMAP	   114625.1	   114625.4	0.760221410	1.82646e-05
ZNF691	ZNF691	    51058.1	    51058.4	0.760221410	1.82646e-05
SLC2A1	SLC2A1	     6513.1	     6513.4	0.760221410	1.82646e-05
MPL	MPL	     4352.1	     4352.4	0.760221410	1.82646e-05
CDC20	CDC20	      991.1	      991.4	0.760221410	1.82646e-05
ELOVL1	ELOVL1	    64834.1	    64834.4	0.760221410	1.82646e-05
MED8	MED8	   112950.1	   112950.4	0.760221410	1.82646e-05
LRP1B	LRP1B	    53353.1	    53353.4	0.760221410	1.82646e-05
IQCA1	IQCA1	    79781.1	    79781.4	0.760221410	1.82646e-05
ACKR3	ACKR3	    57007.1	    57007.4	0.760221410	1.82646e-05
IGFBP7	IGFBP7	     3490.1	     3490.4	0.760221410	1.82646e-05
RBM26	RBM26	    64062.1	    64062.4	0.760221410	1.82646e-05
RNA5SP33	RNA5SP33	100873365.1	100873365.4	0.760221410	1.82646e-05
NDFIP2	NDFIP2	    54602.1	    54602.4	0.760221410	1.82646e-05
SPRY2	SPRY2	    10253.1	    10253.4	0.760221410	1.82646e-05
LINC00564	LINC00564	100861546.1	100861546.4	0.760221410	1.82646e-05
PTMAP5	PTMAP5	   150928.1	   150928.4	0.760221410	1.82646e-05
HNRNPC	HNRNPC	     3183.1	     3183.4	0.760221410	1.82646e-05
DHRS2	DHRS2	    10202.1	    10202.4	0.760221410	1.82646e-05
LINC00645	LINC00645	100505967.1	100505967.4	0.760221410	1.82646e-05
BNIP3P1	BNIP3P1	   319138.1	   319138.4	0.760221410	1.82646e-05
PEX26	PEX26	    55670.1	    55670.4	0.760221410	1.82646e-05
TUBA8	TUBA8	    51807.1	    51807.4	0.760221410	1.82646e-05
AIFM3	AIFM3	   150209.1	   150209.4	0.760221410	1.82646e-05
ARVCF	ARVCF	      421.1	      421.4	0.760221410	1.82646e-05
BCRP2	BCRP2	   400892.1	   400892.4	0.760221410	1.82646e-05
C22orf39	C22orf39	   128977.1	   128977.4	0.760221410	1.82646e-05
CCDC116	CCDC116	   164592.1	   164592.4	0.760221410	1.82646e-05
CDC45	CDC45	     8318.1	     8318.4	0.760221410	1.82646e-05
CLDN5	CLDN5	     7122.1	     7122.4	0.760221410	1.82646e-05
CLTCL1	CLTCL1	     8218.1	     8218.4	0.760221410	1.82646e-05
COMT	COMT	     1312.1	     1312.4	0.760221410	1.82646e-05
CRKL	CRKL	     1399.1	     1399.4	0.760221410	1.82646e-05
DGCR2	DGCR2	     9993.1	     9993.4	0.760221410	1.82646e-05
DGCR5	DGCR5	    26220.1	    26220.4	0.760221410	1.82646e-05
DGCR6L	DGCR6L	    85359.1	    85359.4	0.760221410	1.82646e-05
DGCR6	DGCR6	     8214.1	     8214.4	0.760221410	1.82646e-05
DGCR8	DGCR8	    54487.1	    54487.4	0.760221410	1.82646e-05
FAM230A	FAM230A	   653203.1	   653203.4	0.760221410	1.82646e-05
